filename,source_url,author,license,attribution_required,notes
sfx_weapon_turret_fire.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
sfx_weapon_drone_fire.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
sfx_weapon_plasma_fire.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
sfx_weapon_prism_fire.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
sfx_weapon_sonic_attack.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
sfx_turret_gatling_loop.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
sfx_turret_sniper_fire.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
sfx_turret_grenade_launch.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
sfx_explosion_generic.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
sfx_weapon_mine_explode.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
sfx_weapon_seeker_explode.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
sfx_weapon_gauntlet_slam.ogg,https://opengameart.org/content/the-free-firearm-sound-library,"Ben Jaszczak, Brian Nelson, Kevin Heras, Matthew Nanney",CC0 1.0,no,Modern warfare redesign; processed/layered for Deep Rift
music_menu_loop.ogg,https://opengameart.org/content/dark-sci-fi-audio-pack,SRG774,CC0 1.0,no,Cohesive cinematic dark sci-fi music pack
music_boss_loop.ogg,https://opengameart.org/content/dark-sci-fi-audio-pack,SRG774,CC0 1.0,no,Cohesive cinematic dark sci-fi music pack
music_hangar_loop.ogg,https://opengameart.org/content/dark-sci-fi-audio-pack,SRG774,CC0 1.0,no,Cohesive cinematic dark sci-fi music pack
music_explore_loop.ogg,https://opengameart.org/content/dark-sci-fi-audio-pack,SRG774,CC0 1.0,no,Cohesive cinematic dark sci-fi music pack
music_pressure_loop.ogg,https://opengameart.org/content/dark-sci-fi-audio-pack,SRG774,CC0 1.0,no,Cohesive cinematic dark sci-fi music pack
music_transmission.ogg,https://opengameart.org/content/dark-sci-fi-audio-pack,SRG774,CC0 1.0,no,Cohesive cinematic dark sci-fi music pack
music_stinger_victory.ogg,https://opengameart.org/content/dark-sci-fi-audio-pack,SRG774,CC0 1.0,no,Cohesive cinematic dark sci-fi music pack
sfx_boss_crystalking_intro.ogg,https://freesound.org/people/craigsmith/packs/37705/,craigsmith / Sunset Editorial Collection,CC0 1.0,no,Layered dinosaur/prehistoric creature vocal with custom material impacts
sfx_boss_crystalking_death.ogg,https://freesound.org/people/craigsmith/packs/37705/,craigsmith / Sunset Editorial Collection,CC0 1.0,no,Layered dinosaur/prehistoric creature vocal with custom material impacts
sfx_boss_magmalord_intro.ogg,https://freesound.org/people/craigsmith/packs/37705/,craigsmith / Sunset Editorial Collection,CC0 1.0,no,Layered dinosaur/prehistoric creature vocal with custom material impacts
sfx_boss_magmalord_death.ogg,https://freesound.org/people/craigsmith/packs/37705/,craigsmith / Sunset Editorial Collection,CC0 1.0,no,Layered dinosaur/prehistoric creature vocal with custom material impacts
sfx_boss_sporequeen_intro.ogg,https://freesound.org/people/craigsmith/packs/37705/,craigsmith / Sunset Editorial Collection,CC0 1.0,no,Layered dinosaur/prehistoric creature vocal with custom material impacts
sfx_boss_sporequeen_death.ogg,https://freesound.org/people/craigsmith/packs/37705/,craigsmith / Sunset Editorial Collection,CC0 1.0,no,Layered dinosaur/prehistoric creature vocal with custom material impacts
sfx_boss_frostwyrm_intro.ogg,https://freesound.org/people/craigsmith/packs/37705/,craigsmith / Sunset Editorial Collection,CC0 1.0,no,Layered dinosaur/prehistoric creature vocal with custom material impacts
sfx_boss_frostwyrm_death.ogg,https://freesound.org/people/craigsmith/packs/37705/,craigsmith / Sunset Editorial Collection,CC0 1.0,no,Layered dinosaur/prehistoric creature vocal with custom material impacts
sfx_boss_warden_intro.ogg,https://freesound.org/people/craigsmith/packs/37705/,craigsmith / Sunset Editorial Collection,CC0 1.0,no,Layered dinosaur/prehistoric creature vocal with custom material impacts
sfx_boss_warden_death.ogg,https://freesound.org/people/craigsmith/packs/37705/,craigsmith / Sunset Editorial Collection,CC0 1.0,no,Layered dinosaur/prehistoric creature vocal with custom material impacts
sfx_boss_riftheart_intro.ogg,https://freesound.org/people/craigsmith/packs/37705/,craigsmith / Sunset Editorial Collection,CC0 1.0,no,Layered dinosaur/prehistoric creature vocal with custom material impacts
sfx_boss_riftheart_death.ogg,https://freesound.org/people/craigsmith/packs/37705/,craigsmith / Sunset Editorial Collection,CC0 1.0,no,Layered dinosaur/prehistoric creature vocal with custom material impacts
sfx_enemy_elite_intro.ogg,https://freesound.org/people/craigsmith/packs/37705/,craigsmith / Sunset Editorial Collection,CC0 1.0,no,Layered dinosaur/prehistoric creature vocal with custom material impacts
sfx_enemy_elite_death.ogg,https://freesound.org/people/craigsmith/packs/37705/,craigsmith / Sunset Editorial Collection,CC0 1.0,no,Layered dinosaur/prehistoric creature vocal with custom material impacts
